Data,Otwarcie,Najwyższy,Najniższy,Zamknięcie,Ticker
2023-08-10,6.69,6.69,6.69,6.69,WIBOR_3M
2023-08-10,6.83,6.83,6.83,6.83,WIBOR_1M
2023-08-10,6.43,6.43,6.43,6.43,WIBID_ON
2023-08-10,109.59391533,109.59391533,109.59391533,109.59391533,POLSTR_CI
2023-08-10,6.72063,6.72063,6.72063,6.72063,POLSTR_6M
2023-08-10,6.74988,6.74988,6.74988,6.74988,POLSTR_3M
2023-08-10,6.81722,6.81722,6.81722,6.81722,POLSTR_1M
2023-08-10,6.81,6.81,6.81,6.81,POLSTR
2023-08-09,6.64,6.64,6.64,6.64,WIBOR_ON
2023-08-09,6.57,6.57,6.57,6.57,WIBOR_6M
2023-08-09,6.7,6.7,6.7,6.7,WIBOR_3M
2023-08-09,6.8,6.8,6.8,6.8,WIBOR_1M
2023-08-09,6.34,6.34,6.34,6.34,WIBID_ON
2023-08-09,109.57377477,109.57377477,109.57377477,109.57377477,POLSTR_CI
2023-08-09,6.71993,6.71993,6.71993,6.71993,POLSTR_6M
2023-08-09,6.75073,6.75073,6.75073,6.75073,POLSTR_3M
2023-08-09,6.82601,6.82601,6.82601,6.82601,POLSTR_1M
2023-08-09,6.709,6.709,6.709,6.709,POLSTR
2023-08-08,6.62,6.62,6.62,6.62,WIBOR_ON
2023-08-08,6.58,6.58,6.58,6.58,WIBOR_6M
2023-08-08,6.7,6.7,6.7,6.7,WIBOR_3M
2023-08-08,6.85,6.85,6.85,6.85,WIBOR_1M
2023-08-08,6.32,6.32,6.32,6.32,WIBID_ON
2023-08-08,109.55344585,109.55344585,109.55344585,109.55344585,POLSTR_CI
2023-08-08,6.71854,6.71854,6.71854,6.71854,POLSTR_6M
2023-08-08,6.75075,6.75075,6.75075,6.75075,POLSTR_3M
2023-08-08,6.8264,6.8264,6.8264,6.8264,POLSTR_1M
2023-08-08,6.773,6.773,6.773,6.773,POLSTR
2023-08-07,6.48,6.48,6.48,6.48,WIBOR_ON
2023-08-07,6.58,6.58,6.58,6.58,WIBOR_6M
2023-08-07,6.71,6.71,6.71,6.71,WIBOR_3M
2023-08-07,6.82,6.82,6.82,6.82,WIBOR_1M
2023-08-07,6.18,6.18,6.18,6.18,WIBID_ON
2023-08-07,109.53301569,109.53301569,109.53301569,109.53301569,POLSTR_CI
2023-08-07,6.71668,6.71668,6.71668,6.71668,POLSTR_6M
2023-08-07,6.75042,6.75042,6.75042,6.75042,POLSTR_3M
2023-08-07,6.82572,6.82572,6.82572,6.82572,POLSTR_1M
2023-08-07,6.808,6.808,6.808,6.808,POLSTR
2023-08-04,6.65,6.65,6.65,6.65,WIBOR_ON
2023-08-04,6.58,6.58,6.58,6.58,WIBOR_6M
2023-08-04,6.71,6.71,6.71,6.71,WIBOR_3M
2023-08-04,6.76,6.76,6.76,6.76,WIBOR_1M
2023-08-04,6.35,6.35,6.35,6.35,WIBID_ON
2023-08-04,109.47219115,109.47219115,109.47219115,109.47219115,POLSTR_CI
2023-08-04,6.71257,6.71257,6.71257,6.71257,POLSTR_6M
2023-08-04,6.74672,6.74672,6.74672,6.74672,POLSTR_3M
2023-08-04,6.8237,6.8237,6.8237,6.8237,POLSTR_1M
2023-08-04,6.76,6.76,6.76,6.76,POLSTR
2023-08-03,6.8,6.8,6.8,6.8,WIBOR_ON
2023-08-03,6.59,6.59,6.59,6.59,WIBOR_6M
2023-08-03,6.74,6.74,6.74,6.74,WIBOR_3M
2023-08-03,6.81,6.81,6.81,6.81,WIBOR_1M
2023-08-03,6.5,6.5,6.5,6.5,WIBID_ON
2023-08-03,109.45212392,109.45212392,109.45212392,109.45212392,POLSTR_CI
2023-08-03,6.71146,6.71146,6.71146,6.71146,POLSTR_6M
2023-08-03,6.74373,6.74373,6.74373,6.74373,POLSTR_3M
2023-08-03,6.82419,6.82419,6.82419,6.82419,POLSTR_1M
2023-08-03,6.692,6.692,6.692,6.692,POLSTR
2023-08-02,6.73,6.73,6.73,6.73,WIBOR_ON
2023-08-02,6.59,6.59,6.59,6.59,WIBOR_6M
2023-08-02,6.74,6.74,6.74,6.74,WIBOR_3M
2023-08-02,6.82,6.82,6.82,6.82,WIBOR_1M
2023-08-02,6.43,6.43,6.43,6.43,WIBID_ON
2023-08-02,109.43196146,109.43196146,109.43196146,109.43196146,POLSTR_CI
2023-08-02,6.71031,6.71031,6.71031,6.71031,POLSTR_6M
2023-08-02,6.7427,6.7427,6.7427,6.7427,POLSTR_3M
2023-08-02,6.82624,6.82624,6.82624,6.82624,POLSTR_1M
2023-08-02,6.725,6.725,6.725,6.725,POLSTR
2023-08-01,6.56,6.56,6.56,6.56,WIBOR_ON
2023-08-01,6.6,6.6,6.6,6.6,WIBOR_6M
2023-08-01,6.72,6.72,6.72,6.72,WIBOR_3M
2023-08-01,6.85,6.85,6.85,6.85,WIBOR_1M
2023-08-01,6.26,6.26,6.26,6.26,WIBID_ON
2023-08-01,109.41188663,109.41188663,109.41188663,109.41188663,POLSTR_CI
2023-08-01,6.70965,6.70965,6.70965,6.70965,POLSTR_6M
2023-08-01,6.74196,6.74196,6.74196,6.74196,POLSTR_3M
2023-08-01,6.82944,6.82944,6.82944,6.82944,POLSTR_1M
2023-08-01,6.697,6.697,6.697,6.697,POLSTR
2023-07-31,6.5,6.5,6.5,6.5,WIBOR_ON
2023-07-31,6.6,6.6,6.6,6.6,WIBOR_6M
2023-07-31,6.76,6.76,6.76,6.76,WIBOR_3M
2023-07-31,6.81,6.81,6.81,6.81,WIBOR_1M
2023-07-31,6.2,6.2,6.2,6.2,WIBID_ON
2023-07-31,109.39111131,109.39111131,109.39111131,109.39111131,POLSTR_CI
2023-07-31,6.70778,6.70778,6.70778,6.70778,POLSTR_6M
2023-07-31,6.73751,6.73751,6.73751,6.73751,POLSTR_3M
2023-07-31,6.81534,6.81534,6.81534,6.81534,POLSTR_1M
2023-07-31,6.932,6.932,6.932,6.932,POLSTR
2023-07-28,6.83,6.83,6.83,6.83,WIBOR_ON
2023-07-28,6.62,6.62,6.62,6.62,WIBOR_6M
2023-07-28,6.72,6.72,6.72,6.72,WIBOR_3M
2023-07-28,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-28,6.53,6.53,6.53,6.53,WIBID_ON
2023-07-28,109.32934173,109.32934173,109.32934173,109.32934173,POLSTR_CI
2023-07-28,6.7005,6.7005,6.7005,6.7005,POLSTR_6M
2023-07-28,6.72921,6.72921,6.72921,6.72921,POLSTR_3M
2023-07-28,6.79353,6.79353,6.79353,6.79353,POLSTR_1M
2023-07-28,6.874,6.874,6.874,6.874,POLSTR
2023-07-27,6.61,6.61,6.61,6.61,WIBOR_ON
2023-07-27,6.63,6.63,6.63,6.63,WIBOR_6M
2023-07-27,6.72,6.72,6.72,6.72,WIBOR_3M
2023-07-27,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-27,6.31,6.31,6.31,6.31,WIBID_ON
2023-07-27,109.30909409,109.30909409,109.30909409,109.30909409,POLSTR_CI
2023-07-27,6.69893,6.69893,6.69893,6.69893,POLSTR_6M
2023-07-27,6.72537,6.72537,6.72537,6.72537,POLSTR_3M
2023-07-27,6.77912,6.77912,6.77912,6.77912,POLSTR_1M
2023-07-27,6.761,6.761,6.761,6.761,POLSTR
2023-07-26,6.65,6.65,6.65,6.65,WIBOR_ON
2023-07-26,6.64,6.64,6.64,6.64,WIBOR_6M
2023-07-26,6.73,6.73,6.73,6.73,WIBOR_3M
2023-07-26,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-26,6.35,6.35,6.35,6.35,WIBID_ON
2023-07-26,109.2886616,109.2886616,109.2886616,109.2886616,POLSTR_CI
2023-07-26,6.69682,6.69682,6.69682,6.69682,POLSTR_6M
2023-07-26,6.72126,6.72126,6.72126,6.72126,POLSTR_3M
2023-07-26,6.76337,6.76337,6.76337,6.76337,POLSTR_1M
2023-07-26,6.824,6.824,6.824,6.824,POLSTR
2023-07-25,6.89,6.89,6.89,6.89,WIBOR_ON
2023-07-25,6.65,6.65,6.65,6.65,WIBOR_6M
2023-07-25,6.73,6.73,6.73,6.73,WIBOR_3M
2023-07-25,6.86,6.86,6.86,6.86,WIBOR_1M
2023-07-25,6.59,6.59,6.59,6.59,WIBID_ON
2023-07-25,109.26822096,109.26822096,109.26822096,109.26822096,POLSTR_CI
2023-07-25,6.69525,6.69525,6.69525,6.69525,POLSTR_6M
2023-07-25,6.7193,6.7193,6.7193,6.7193,POLSTR_3M
2023-07-25,6.72493,6.72493,6.72493,6.72493,POLSTR_1M
2023-07-25,6.828,6.828,6.828,6.828,POLSTR
2023-07-24,6.62,6.62,6.62,6.62,WIBOR_ON
2023-07-24,6.66,6.66,6.66,6.66,WIBOR_6M
2023-07-24,6.74,6.74,6.74,6.74,WIBOR_3M
2023-07-24,6.86,6.86,6.86,6.86,WIBOR_1M
2023-07-24,6.32,6.32,6.32,6.32,WIBID_ON
2023-07-24,109.24829287,109.24829287,109.24829287,109.24829287,POLSTR_CI
2023-07-24,6.69361,6.69361,6.69361,6.69361,POLSTR_6M
2023-07-24,6.71718,6.71718,6.71718,6.71718,POLSTR_3M
2023-07-24,6.72586,6.72586,6.72586,6.72586,POLSTR_1M
2023-07-24,6.658,6.658,6.658,6.658,POLSTR
2023-07-21,6.69,6.69,6.69,6.69,WIBOR_ON
2023-07-21,6.68,6.68,6.68,6.68,WIBOR_6M
2023-07-21,6.76,6.76,6.76,6.76,WIBOR_3M
2023-07-21,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-21,6.39,6.39,6.39,6.39,WIBID_ON
2023-07-21,109.18864895,109.18864895,109.18864895,109.18864895,POLSTR_CI
2023-07-21,6.6881,6.6881,6.6881,6.6881,POLSTR_6M
2023-07-21,6.71664,6.71664,6.71664,6.71664,POLSTR_3M
2023-07-21,6.72052,6.72052,6.72052,6.72052,POLSTR_1M
2023-07-21,6.646,6.646,6.646,6.646,POLSTR
2023-07-20,6.66,6.66,6.66,6.66,WIBOR_ON
2023-07-20,6.69,6.69,6.69,6.69,WIBOR_6M
2023-07-20,6.78,6.78,6.78,6.78,WIBOR_3M
2023-07-20,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-20,6.36,6.36,6.36,6.36,WIBID_ON
2023-07-20,109.16811039,109.16811039,109.16811039,109.16811039,POLSTR_CI
2023-07-20,6.68585,6.68585,6.68585,6.68585,POLSTR_6M
2023-07-20,6.71358,6.71358,6.71358,6.71358,POLSTR_3M
2023-07-20,6.71043,6.71043,6.71043,6.71043,POLSTR_1M
2023-07-20,6.867,6.867,6.867,6.867,POLSTR
2023-07-19,6.85,6.85,6.85,6.85,WIBOR_ON
2023-07-19,6.7,6.7,6.7,6.7,WIBOR_6M
2023-07-19,6.79,6.79,6.79,6.79,WIBOR_3M
2023-07-19,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-19,6.55,6.55,6.55,6.55,WIBID_ON
2023-07-19,109.14771023,109.14771023,109.14771023,109.14771023,POLSTR_CI
2023-07-19,6.68324,6.68324,6.68324,6.68324,POLSTR_6M
2023-07-19,6.71013,6.71013,6.71013,6.71013,POLSTR_3M
2023-07-19,6.70065,6.70065,6.70065,6.70065,POLSTR_1M
2023-07-19,6.822,6.822,6.822,6.822,POLSTR
2023-07-18,6.84,6.84,6.84,6.84,WIBOR_ON
2023-07-18,6.72,6.72,6.72,6.72,WIBOR_6M
2023-07-18,6.8,6.8,6.8,6.8,WIBOR_3M
2023-07-18,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-18,6.54,6.54,6.54,6.54,WIBID_ON
2023-07-18,109.12720329,109.12720329,109.12720329,109.12720329,POLSTR_CI
2023-07-18,6.68082,6.68082,6.68082,6.68082,POLSTR_6M
2023-07-18,6.70543,6.70543,6.70543,6.70543,POLSTR_3M
2023-07-18,6.68945,6.68945,6.68945,6.68945,POLSTR_1M
2023-07-18,6.859,6.859,6.859,6.859,POLSTR
2023-07-17,6.67,6.67,6.67,6.67,WIBOR_ON
2023-07-17,6.74,6.74,6.74,6.74,WIBOR_6M
2023-07-17,6.81,6.81,6.81,6.81,WIBOR_3M
2023-07-17,6.87,6.87,6.87,6.87,WIBOR_1M
2023-07-17,6.37,6.37,6.37,6.37,WIBID_ON
2023-07-17,109.10658065,109.10658065,109.10658065,109.10658065,POLSTR_CI
2023-07-17,6.67766,6.67766,6.67766,6.67766,POLSTR_6M
2023-07-17,6.70097,6.70097,6.70097,6.70097,POLSTR_3M
2023-07-17,6.68143,6.68143,6.68143,6.68143,POLSTR_1M
2023-07-17,6.899,6.899,6.899,6.899,POLSTR
2023-07-14,6.87,6.87,6.87,6.87,WIBOR_ON
2023-07-14,6.75,6.75,6.75,6.75,WIBOR_6M
2023-07-14,6.83,6.83,6.83,6.83,WIBOR_3M
2023-07-14,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-14,6.57,6.57,6.57,6.57,WIBID_ON
2023-07-14,109.04512401,109.04512401,109.04512401,109.04512401,POLSTR_CI
2023-07-14,6.66906,6.66906,6.66906,6.66906,POLSTR_6M
2023-07-14,6.68905,6.68905,6.68905,6.68905,POLSTR_3M
2023-07-14,6.66423,6.66423,6.66423,6.66423,POLSTR_1M
2023-07-14,6.857,6.857,6.857,6.857,POLSTR
2023-07-13,6.9,6.9,6.9,6.9,WIBOR_ON
2023-07-13,6.77,6.77,6.77,6.77,WIBOR_6M
2023-07-13,6.84,6.84,6.84,6.84,WIBOR_3M
2023-07-13,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-13,6.6,6.6,6.6,6.6,WIBID_ON
2023-07-13,109.0246005,109.0246005,109.0246005,109.0246005,POLSTR_CI
2023-07-13,6.66669,6.66669,6.66669,6.66669,POLSTR_6M
2023-07-13,6.68504,6.68504,6.68504,6.68504,POLSTR_3M
2023-07-13,6.65662,6.65662,6.65662,6.65662,POLSTR_1M
2023-07-13,6.871,6.871,6.871,6.871,POLSTR
2023-07-12,6.89,6.89,6.89,6.89,WIBOR_ON
2023-07-12,6.8,6.8,6.8,6.8,WIBOR_6M
2023-07-12,6.85,6.85,6.85,6.85,WIBOR_3M
2023-07-12,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-12,6.59,6.59,6.59,6.59,WIBID_ON
2023-07-12,109.00396142,109.00396142,109.00396142,109.00396142,POLSTR_CI
2023-07-12,6.66359,6.66359,6.66359,6.66359,POLSTR_6M
2023-07-12,6.68157,6.68157,6.68157,6.68157,POLSTR_3M
2023-07-12,6.64865,6.64865,6.64865,6.64865,POLSTR_1M
2023-07-12,6.911,6.911,6.911,6.911,POLSTR
2023-07-11,6.94,6.94,6.94,6.94,WIBOR_ON
2023-07-11,6.79,6.79,6.79,6.79,WIBOR_6M
2023-07-11,6.86,6.86,6.86,6.86,WIBOR_3M
2023-07-11,6.85,6.85,6.85,6.85,WIBOR_1M
2023-07-11,6.64,6.64,6.64,6.64,WIBID_ON
2023-07-11,108.98332924,108.98332924,108.98332924,108.98332924,POLSTR_CI
2023-07-11,6.66059,6.66059,6.66059,6.66059,POLSTR_6M
2023-07-11,6.67637,6.67637,6.67637,6.67637,POLSTR_3M
2023-07-11,6.64907,6.64907,6.64907,6.64907,POLSTR_1M
2023-07-11,6.91,6.91,6.91,6.91,POLSTR
2023-07-10,6.91,6.91,6.91,6.91,WIBOR_ON
2023-07-10,6.89,6.89,6.89,6.89,WIBOR_6M
2023-07-10,6.89,6.89,6.89,6.89,WIBOR_3M
2023-07-10,6.87,6.87,6.87,6.87,WIBOR_1M
2023-07-10,6.61,6.61,6.61,6.61,WIBID_ON
2023-07-10,108.96302331,108.96302331,108.96302331,108.96302331,POLSTR_CI
2023-07-10,6.6581,6.6581,6.6581,6.6581,POLSTR_6M
2023-07-10,6.66626,6.66626,6.66626,6.66626,POLSTR_3M
2023-07-10,6.6429,6.6429,6.6429,6.6429,POLSTR_1M
2023-07-10,6.802,6.802,6.802,6.802,POLSTR
2023-07-07,6.87,6.87,6.87,6.87,WIBOR_ON
2023-07-07,6.92,6.92,6.92,6.92,WIBOR_6M
2023-07-07,6.9,6.9,6.9,6.9,WIBOR_3M
2023-07-07,6.87,6.87,6.87,6.87,WIBOR_1M
2023-07-07,6.57,6.57,6.57,6.57,WIBID_ON
2023-07-07,108.90169226,108.90169226,108.90169226,108.90169226,POLSTR_CI
2023-07-07,6.64928,6.64928,6.64928,6.64928,POLSTR_6M
2023-07-07,6.65639,6.65639,6.65639,6.65639,POLSTR_3M
2023-07-07,6.62646,6.62646,6.62646,6.62646,POLSTR_1M
2023-07-07,6.852,6.852,6.852,6.852,POLSTR
2023-07-06,6.96,6.96,6.96,6.96,WIBOR_ON
2023-07-06,6.92,6.92,6.92,6.92,WIBOR_6M
2023-07-06,6.9,6.9,6.9,6.9,WIBOR_3M
2023-07-06,6.89,6.89,6.89,6.89,WIBOR_1M
2023-07-06,6.66,6.66,6.66,6.66,WIBID_ON
2023-07-06,108.88133294,108.88133294,108.88133294,108.88133294,POLSTR_CI
2023-07-06,6.64707,6.64707,6.64707,6.64707,POLSTR_6M
2023-07-06,6.65529,6.65529,6.65529,6.65529,POLSTR_3M
2023-07-06,6.62231,6.62231,6.62231,6.62231,POLSTR_1M
2023-07-06,6.825,6.825,6.825,6.825,POLSTR
2023-07-05,7,7,7,7,WIBOR_ON
2023-07-05,6.92,6.92,6.92,6.92,WIBOR_6M
2023-07-05,6.9,6.9,6.9,6.9,WIBOR_3M
2023-07-05,6.86,6.86,6.86,6.86,WIBOR_1M
2023-07-05,6.7,6.7,6.7,6.7,WIBID_ON
2023-07-05,108.8611474,108.8611474,108.8611474,108.8611474,POLSTR_CI
2023-07-05,6.64517,6.64517,6.64517,6.64517,POLSTR_6M
2023-07-05,6.65411,6.65411,6.65411,6.65411,POLSTR_3M
2023-07-05,6.61882,6.61882,6.61882,6.61882,POLSTR_1M
2023-07-05,6.768,6.768,6.768,6.768,POLSTR
2023-07-04,6.66,6.66,6.66,6.66,WIBOR_ON
2023-07-04,6.93,6.93,6.93,6.93,WIBOR_6M
2023-07-04,6.9,6.9,6.9,6.9,WIBOR_3M
2023-07-04,6.9,6.9,6.9,6.9,WIBOR_1M
2023-07-04,6.36,6.36,6.36,6.36,WIBID_ON
2023-07-04,108.84140387,108.84140387,108.84140387,108.84140387,POLSTR_CI
2023-07-04,6.64426,6.64426,6.64426,6.64426,POLSTR_6M
2023-07-04,6.6524,6.6524,6.6524,6.6524,POLSTR_3M
2023-07-04,6.6282,6.6282,6.6282,6.6282,POLSTR_1M
2023-07-04,6.621,6.621,6.621,6.621,POLSTR
2023-07-03,6.77,6.77,6.77,6.77,WIBOR_ON
2023-07-03,6.94,6.94,6.94,6.94,WIBOR_6M
2023-07-03,6.9,6.9,6.9,6.9,WIBOR_3M
2023-07-03,6.87,6.87,6.87,6.87,WIBOR_1M
2023-07-03,6.47,6.47,6.47,6.47,WIBID_ON
2023-07-03,108.82140756,108.82140756,108.82140756,108.82140756,POLSTR_CI
2023-07-03,6.64232,6.64232,6.64232,6.64232,POLSTR_6M
2023-07-03,6.65002,6.65002,6.65002,6.65002,POLSTR_3M
2023-07-03,6.62444,6.62444,6.62444,6.62444,POLSTR_1M
2023-07-03,6.707,6.707,6.707,6.707,POLSTR
2023-06-30,6.56,6.56,6.56,6.56,WIBOR_ON
2023-06-30,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-30,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-30,6.86,6.86,6.86,6.86,WIBOR_1M
2023-06-30,6.26,6.26,6.26,6.26,WIBID_ON
2023-06-30,108.76155891,108.76155891,108.76155891,108.76155891,POLSTR_CI
2023-06-30,6.61846,6.61846,6.61846,6.61846,POLSTR_6M
2023-06-30,6.66168,6.66168,6.66168,6.66168,POLSTR_3M
2023-06-30,6.62466,6.62466,6.62466,6.62466,POLSTR_1M
2023-06-30,6.695,6.695,6.695,6.695,POLSTR
2023-06-29,6.93,6.93,6.93,6.93,WIBOR_ON
2023-06-29,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-29,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-29,6.86,6.86,6.86,6.86,WIBOR_1M
2023-06-29,6.63,6.63,6.63,6.63,WIBID_ON
2023-06-29,108.74122281,108.74122281,108.74122281,108.74122281,POLSTR_CI
2023-06-29,6.61508,6.61508,6.61508,6.61508,POLSTR_6M
2023-06-29,6.65864,6.65864,6.65864,6.65864,POLSTR_3M
2023-06-29,6.60767,6.60767,6.60767,6.60767,POLSTR_1M
2023-06-29,6.826,6.826,6.826,6.826,POLSTR
2023-06-28,6.53,6.53,6.53,6.53,WIBOR_ON
2023-06-28,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-28,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-28,6.86,6.86,6.86,6.86,WIBOR_1M
2023-06-28,6.23,6.23,6.23,6.23,WIBID_ON
2023-06-28,108.72226641,108.72226641,108.72226641,108.72226641,POLSTR_CI
2023-06-28,6.61481,6.61481,6.61481,6.61481,POLSTR_6M
2023-06-28,6.65903,6.65903,6.65903,6.65903,POLSTR_3M
2023-06-28,6.59298,6.59298,6.59298,6.59298,POLSTR_1M
2023-06-28,6.364,6.364,6.364,6.364,POLSTR
2023-06-27,6.57,6.57,6.57,6.57,WIBOR_ON
2023-06-27,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-27,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-27,6.86,6.86,6.86,6.86,WIBOR_1M
2023-06-27,6.27,6.27,6.27,6.27,WIBID_ON
2023-06-27,108.70341158,108.70341158,108.70341158,108.70341158,POLSTR_CI
2023-06-27,6.61462,6.61462,6.61462,6.61462,POLSTR_6M
2023-06-27,6.65905,6.65905,6.65905,6.65905,POLSTR_3M
2023-06-27,6.60003,6.60003,6.60003,6.60003,POLSTR_1M
2023-06-27,6.331,6.331,6.331,6.331,POLSTR
2023-06-26,6.48,6.48,6.48,6.48,WIBOR_ON
2023-06-26,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-26,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-26,6.86,6.86,6.86,6.86,WIBOR_1M
2023-06-26,6.18,6.18,6.18,6.18,WIBID_ON
2023-06-26,108.68449155,108.68449155,108.68449155,108.68449155,POLSTR_CI
2023-06-26,6.61343,6.61343,6.61343,6.61343,POLSTR_6M
2023-06-26,6.65406,6.65406,6.65406,6.65406,POLSTR_3M
2023-06-26,6.60681,6.60681,6.60681,6.60681,POLSTR_1M
2023-06-26,6.354,6.354,6.354,6.354,POLSTR
2023-06-23,6.53,6.53,6.53,6.53,WIBOR_ON
2023-06-23,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-23,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-23,6.85,6.85,6.85,6.85,WIBOR_1M
2023-06-23,6.23,6.23,6.23,6.23,WIBID_ON
2023-06-23,108.62777,108.62777,108.62777,108.62777,POLSTR_CI
2023-06-23,6.61427,6.61427,6.61427,6.61427,POLSTR_6M
2023-06-23,6.65884,6.65884,6.65884,6.65884,POLSTR_3M
2023-06-23,6.63322,6.63322,6.63322,6.63322,POLSTR_1M
2023-06-23,6.353,6.353,6.353,6.353,POLSTR
2023-06-22,6.71,6.71,6.71,6.71,WIBOR_ON
2023-06-22,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-22,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-22,6.84,6.84,6.84,6.84,WIBOR_1M
2023-06-22,6.41,6.41,6.41,6.41,WIBID_ON
2023-06-22,108.60837522,108.60837522,108.60837522,108.60837522,POLSTR_CI
2023-06-22,6.61318,6.61318,6.61318,6.61318,POLSTR_6M
2023-06-22,6.65678,6.65678,6.65678,6.65678,POLSTR_3M
2023-06-22,6.63838,6.63838,6.63838,6.63838,POLSTR_1M
2023-06-22,6.518,6.518,6.518,6.518,POLSTR
2023-06-21,6.66,6.66,6.66,6.66,WIBOR_ON
2023-06-21,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-21,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-21,6.84,6.84,6.84,6.84,WIBOR_1M
2023-06-21,6.36,6.36,6.36,6.36,WIBID_ON
2023-06-21,108.58883518,108.58883518,108.58883518,108.58883518,POLSTR_CI
2023-06-21,6.61179,6.61179,6.61179,6.61179,POLSTR_6M
2023-06-21,6.65472,6.65472,6.65472,6.65472,POLSTR_3M
2023-06-21,6.64945,6.64945,6.64945,6.64945,POLSTR_1M
2023-06-21,6.568,6.568,6.568,6.568,POLSTR
2023-06-20,6.64,6.64,6.64,6.64,WIBOR_ON
2023-06-20,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-20,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-20,6.84,6.84,6.84,6.84,WIBOR_1M
2023-06-20,6.34,6.34,6.34,6.34,WIBID_ON
2023-06-20,108.5693046,108.5693046,108.5693046,108.5693046,POLSTR_CI
2023-06-20,6.61066,6.61066,6.61066,6.61066,POLSTR_6M
2023-06-20,6.65528,6.65528,6.65528,6.65528,POLSTR_3M
2023-06-20,6.65086,6.65086,6.65086,6.65086,POLSTR_1M
2023-06-20,6.566,6.566,6.566,6.566,POLSTR
2023-06-19,6.64,6.64,6.64,6.64,WIBOR_ON
2023-06-19,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-19,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-19,6.85,6.85,6.85,6.85,WIBOR_1M
2023-06-19,6.34,6.34,6.34,6.34,WIBID_ON
2023-06-19,108.54988458,108.54988458,108.54988458,108.54988458,POLSTR_CI
2023-06-19,6.6094,6.6094,6.6094,6.6094,POLSTR_6M
2023-06-19,6.65434,6.65434,6.65434,6.65434,POLSTR_3M
2023-06-19,6.65357,6.65357,6.65357,6.65357,POLSTR_1M
2023-06-19,6.53,6.53,6.53,6.53,POLSTR
2023-06-16,6.71,6.71,6.71,6.71,WIBOR_ON
2023-06-16,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-16,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-16,6.85,6.85,6.85,6.85,WIBOR_1M
2023-06-16,6.41,6.41,6.41,6.41,WIBID_ON
2023-06-16,108.49093388,108.49093388,108.49093388,108.49093388,POLSTR_CI
2023-06-16,6.60479,6.60479,6.60479,6.60479,POLSTR_6M
2023-06-16,6.65187,6.65187,6.65187,6.65187,POLSTR_3M
2023-06-16,6.66598,6.66598,6.66598,6.66598,POLSTR_1M
2023-06-16,6.611,6.611,6.611,6.611,POLSTR
2023-06-15,6.71,6.71,6.71,6.71,WIBOR_ON
2023-06-15,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-15,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-15,6.86,6.86,6.86,6.86,WIBOR_1M
2023-06-15,6.41,6.41,6.41,6.41,WIBID_ON
2023-06-15,108.4709871,108.4709871,108.4709871,108.4709871,POLSTR_CI
2023-06-15,6.60318,6.60318,6.60318,6.60318,POLSTR_6M
2023-06-15,6.65122,6.65122,6.65122,6.65122,POLSTR_3M
2023-06-15,6.66585,6.66585,6.66585,6.66585,POLSTR_1M
2023-06-15,6.712,6.712,6.712,6.712,POLSTR
2023-06-14,6.79,6.79,6.79,6.79,WIBOR_ON
2023-06-14,6.95,6.95,6.95,6.95,WIBOR_6M
2023-06-14,6.9,6.9,6.9,6.9,WIBOR_3M
2023-06-14,6.86,6.86,6.86,6.86,WIBOR_1M
2023-06-14,6.49,6.49,6.49,6.49,WIBID_ON
2023-06-14,108.45108856,108.45108856,108.45108856,108.45108856,POLSTR_CI
2023-06-14,6.60167,6.60167,6.60167,6.60167,POLSTR_6M
